feature,importance
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__casjensviridae.g__yonseivirus.s__yonseivirus_n137,0.00016532395
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__goslarvirus,0.0001633507
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__erysipelotrichaceae_noname.s__eubacterium_biforme,0.00016298672
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__actinomycetaceae.g__actinomyces.s__actinomyces_graevenitzii,0.0001624583
k__bacteria.p__deinococcus_thermus.c__deinococci.o__deinococcales.f__deinococcaceae,0.00016032798
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.o__crassvirales.f__suoliviridae.g__cacepaovirus,0.00016003274
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__coprococcus.s__coprococcus_sp_art55_1,0.00015926966
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__anaerotruncus.s__anaerotruncus_unclassified,0.00015820273
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriales_unclassified.g__lawsonella,0.00015688105
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__turicibacter.s__turicibacter_unclassified,0.00015632942
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xiii_incertae_sedis.g__clostridiales_family_xiii_incertae_sedis_unclassified.s__eubacterium_brachy,0.00015621979
k__bacteria.p__firmicutes.c__clostridia.o__eubacteriales.f__lachnospiraceae.g__sellimonas.s__sellimonas_intestinalis,0.00015445676
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__ruminococcus.s__ruminococcus_flavefaciens,0.00015429227
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__brevibacteriaceae,0.00015273211
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rhizobiales,0.00015157125
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__saltrevirus,0.00014947625
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__veillonella.s__veillonella_unclassified,0.00014778158
k__bacteria.p__deinococcus_thermus.c__deinococci,0.00014686938
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__escherichia,0.00014382943
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv30804,0.00014249081
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_antri,0.0001392162
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__bacteroidales_noname,0.00013800581
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_3_1_46faa,0.00013637899
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__streptococcaceae.g__streptococcus.s__streptococcus_sp_oral_taxon_058,0.00013616924
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv66901,0.00013597425
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__micrococcaceae.g__rothia.s__rothia_mucilaginosa,0.00013416652
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriales_unclassified,0.00013363261
k__bacteria.p__verrucomicrobia.c__verrucomicrobiae.o__verrucomicrobiales.f__verrucomicrobiaceae.g__akkermansia.s__akkermansia_muciniphila,0.00013343079
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__escherichia.s__escherichia_coli,0.00013325165
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_dextrinicus,0.00013309879
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__changchunvirus.s__changchunvirus_phb17,0.00013286503
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__ruminococcus.s__ruminococcus_sp_5_1_39bfaa,0.00013267383
k__bacteria.p__firmicutes.c__firmicutes_unclassified.o__firmicutes_unclassified.f__firmicutes_unclassified.g__firmicutes_unclassified.s__firmicutes_bacterium_cag_555,0.0001323846
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__parabacteroides.s__parabacteroides_distasonis,0.00013092064
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__bacteroidaceae.g__bacteroides.s__bacteroides_heparinolyticus,0.00013081956
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__pasteurellales.f__pasteurellaceae.g__aggregatibacter.s__aggregatibacter_unclassified,0.0001307709
k__bacteria.p__deinococcus_thermus.c__deinococci.o__deinococcales.f__deinococcaceae.g__deinococcus.s__deinococcus_unclassified,0.00013075084
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__felixounavirus.s__felixounavirus_ayo145a,0.00013018053
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridiaceae_noname,0.00012982717
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__adlercreutzia,0.00012797976
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__eggerthella.s__eggerthella_lenta,0.00012795838
k__bacteria.p__actinobacteria.c__actinobacteria.o__bifidobacteriales.f__bifidobacteriaceae.g__bifidobacterium.s__bifidobacterium_ruminantium,0.00012758917
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__oxalobacteraceae.g__candidatus_zinderia,0.00012730726
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__micrococcaceae.g__rothia,0.00012716919
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__eggerthella,0.0001268863
k__bacteria.p__bacteroidetes.c__flavobacteriia.o__flavobacteriales.f__flavobacteriaceae.g__capnocytophaga,0.00012683452
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__dermatophilaceae.g__dermatophilaceae_unclassified,0.00012624529
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__pseudomonadales.f__pseudomonadaceae.g__pseudomonas.s__pseudomonas_juntendi,0.00012477735
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__eubacteriaceae.g__pseudoramibacter,0.00012415025
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__bacteroidales_noname.g__bacteroidales_noname.s__bacteroidales_bacterium_ph8,0.00012206246
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__comamonadaceae.g__comamonas.s__comamonas_unclassified,0.000121368445
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_sp_kle_1755,0.0001196293
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__straboviridae.g__moonvirus,0.00011809113
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv79201,0.00011742571
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_noname.g__pseudoflavonifractor.s__pseudoflavonifractor_capillosus,0.0001173735
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__odoribacter.s__odoribacter_unclassified,0.000116097115
k__bacteria.p__actinobacteria.c__actinobacteria.o__corynebacteriales.f__corynebacteriaceae.g__corynebacterium.s__corynebacterium_variabile,0.00011546328
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xiii_incertae_sedis.g__clostridiales_family_xiii_incertae_sedis_unclassified.s__eubacterium_nodatum,0.000115401424
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae,0.00011512571
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv44,0.00011490768
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__autographiviridae.g__przondovirus.s__przondovirus_kpv766,0.00011421334
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__selenomonadaceae.g__centipeda,0.00011325857
k__bacteria.p__proteobacteria.c__deltaproteobacteria.o__desulfovibrionales.f__desulfovibrionaceae.g__bilophila.s__bilophila_unclassified,0.00011222759
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__acidaminococcaceae,0.00011181391
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__parabacteroides.s__parabacteroides_unclassified,0.00011137664
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__oceanospirillales.f__halomonadaceae.g__candidatus_portiera.s__candidatus_portiera_aleyrodidarum,0.000111343266
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__herelleviridae.g__hopescreekvirus,0.00011063886
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__butyrivibrio.s__butyrivibrio_unclassified,0.00011015538
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__roseburia.s__roseburia_unclassified,0.00010931254
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_noname.g__clostridiales_noname.s__bacteroides_pectinophilus,0.00010811607
k__bacteria.p__actinobacteria.c__actinobacteria.o__actinomycetales.f__micrococcaceae,0.00010756523
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv51701,0.0001072839
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv56003,0.000105764164
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_kpkt21phi1,0.0001048686
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__anaerocolumna.s__anaerocolumna_aminovalerica,0.00010467278
k__bacteria.p__verrucomicrobia.c__verrucomicrobiae.o__verrucomicrobiales.f__verrucomicrobiaceae.g__akkermansia,0.00010313692
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__bacteroidaceae.g__bacteroides.s__bacteroides_sp_2_1_22,0.00010262269
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xiii_incertae_sedis.g__clostridiales_family_xiii_incertae_sedis_unclassified.s__eubacterium_infirmum,0.00010245152
k__bacteria.p__actinobacteria.c__actinomycetia.o__streptomycetales.f__streptomycetaceae.g__streptomyces.s__streptomyces_sampsonii,0.0001024466
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__subdoligranulum.s__subdoligranulum_sp_4_3_54a2faa,0.00010182532
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__hanrivervirus.s__hanrivervirus_psf1,0.0001017197
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__collinsella.s__collinsella_aerofaciens,0.00010131018
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__peptostreptococcaceae_noname.s__peptostreptococcaceae_noname_unclassified,0.00010106282
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__rikenellaceae.g__alistipes.s__alistipes_unclassified,0.0001000185
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_hathewayi,9.989886e-05
k__bacteria.p__deinococcus_thermus.c__deinococci.o__deinococcales.f__deinococcaceae.g__deinococcus,9.967147e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_noname,9.9505945e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__pantoea,9.94928e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__prevotellaceae.g__paraprevotella.s__paraprevotella_unclassified,9.9489436e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_l6,9.906361e-05
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__burkholderiales.f__burkholderiaceae.g__burkholderia.s__burkholderia_unclassified,9.837622e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__rikenellaceae.g__alistipes.s__alistipes_senegalensis,9.818633e-05
k__eukaryota.p__ascomycota.c__saccharomycetes.o__saccharomycetales.f__debaryomycetaceae.g__candida.s__candida_tropicalis,9.7532364e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__eubacteriaceae.g__eubacterium.s__eubacterium_coprostanoligenes,9.752237e-05
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__holosporales.f__holosporaceae.g__candidatus_cytomitobacter.s__candidatus_cytomitobacter_indipagum,9.679703e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__megasphaera,9.630032e-05
k__bacteria.p__bacteroidetes.c__sphingobacteriia,9.57963e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__pantoea.s__pantoea_unclassified,9.5792326e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__parabacteroides.s__parabacteroides_goldsteinii,9.530891e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_jm2,9.433504e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_1_1_57faa,9.348543e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__limdunavirus,9.329547e-05
k__bacteria.p__proteobacteria.c__alphaproteobacteria.o__rickettsiales.f__rickettsiaceae.g__rickettsia.s__rickettsia_prowazekii,9.251953e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__mitsuokella.s__mitsuokella_multacida,9.1778915e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_mp1,9.136009e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_bolteae,9.109562e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_noname.g__pseudoflavonifractor,9.050337e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__megamonas.s__megamonas_hypermegale,9.0022724e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales.f__enterobacteriaceae.g__escherichia.s__escherichia_unclassified,9.000526e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__peptostreptococcaceae_noname,8.9966365e-05
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_alimentarius,8.9906105e-05
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__weissella.s__weissella_unclassified,8.9200796e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__veillonella,8.90813e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_cb19,8.903211e-05
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__erysipelotrichaceae_noname.s__erysipelotrichaceae_bacterium_2_2_44a,8.854074e-05
k__bacteria.p__actinobacteria.c__actinobacteria.o__coriobacteriales.f__coriobacteriaceae.g__gordonibacter,8.838584e-05
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__lactobacillaceae.g__lactobacillus.s__lactobacillus_kimbladii,8.7680964e-05
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__leuconostoc.s__leuconostoc_citreum,8.752417e-05
k__bacteria.p__deinococcus_thermus.c__deinococci.o__deinococcales,8.729645e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__veillonellaceae.g__dialister,8.683297e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__butyricimonas.s__butyricimonas_synergistica,8.675065e-05
k__bacteria.p__actinobacteria.c__actinobacteria.o__propionibacteriales.f__propionibacteriaceae.g__cutibacterium.s__cutibacterium_avidum,8.6429245e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__chromatiales.f__ectothiorhodospiraceae.g__spiribacter.s__spiribacter_unclassified,8.564675e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__skunavirus.s__skunavirus_sv37201,8.517811e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__pseudomonadales.f__moraxellaceae.g__acinetobacter.s__acinetobacter_baumannii,8.489492e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__ruminococcaceae.g__ruminococcaceae_noname.s__ruminococcaceae_bacterium_d16,8.472874e-05
k__bacteria.p__acidobacteria.c__acidobacteriia.o__acidobacteriales.f__acidobacteriaceae.g__granulicella.s__granulicella_unclassified,8.469076e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__bacteroidales_noname.g__bacteroidales_noname,8.451508e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__rikenellaceae.g__alistipes.s__alistipes_sp_ap11,8.425037e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiales_family_xiii_incertae_sedis.g__mogibacterium.s__mogibacterium_pumilum,8.414652e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_scindens,8.3872736e-05
k__bacteria.p__proteobacteria.c__gammaproteobacteria.o__enterobacteriales,8.3629835e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__butyricimonas,8.305058e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_8_1_57faa,8.291349e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_sp_7_2_43faa,8.2337225e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.f__drexlerviridae.g__webervirus.s__webervirus_tah8,8.066215e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__peptostreptococcaceae.g__peptostreptococcaceae_noname.s__clostridium_bartlettii,8.03251e-05
k__bacteria.p__bacteroidetes.c__bacteroidia.o__bacteroidales.f__porphyromonadaceae.g__coprobacter,8.019216e-05
k__viruses.k__heunggongvirae.p__uroviricota.c__caudoviricetes.g__ceduovirus.s__ceduovirus_bibba3,8.015837e-05
k__bacteria.p__proteobacteria.c__betaproteobacteria.o__neisseriales.f__neisseriaceae.g__neisseria.s__neisseria_sp_oral_taxon_014,7.9946934e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__clostridiaceae.g__clostridium.s__clostridium_citroniae,7.854289e-05
k__bacteria.p__firmicutes.c__bacilli.o__lactobacillales.f__leuconostocaceae.g__weissella.s__weissella_viridescens,7.82916e-05
k__bacteria.p__firmicutes.c__clostridia.o__clostridiales.f__lachnospiraceae.g__lachnospiraceae_noname.s__lachnospiraceae_bacterium_2_1_58faa,7.775098e-05
k__bacteria.p__firmicutes.c__negativicutes.o__selenomonadales.f__acidaminococcaceae.g__acidaminococcaceae_unclassified,7.754686e-05
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__erysipelotrichaceae_noname.s__clostridium_innocuum,7.7462886e-05
k__bacteria.p__firmicutes.c__erysipelotrichia.o__erysipelotrichales.f__erysipelotrichaceae.g__erysipelotrichaceae_noname.s__eubacterium_cylindroides,7.708615e-05
